,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Marshall Islands,3.0,3.0,3.0,3.0,3.0,3.0151515151515147,3.0151515151515147,3.0151515151515147,3.0151515151515147,3.0151515151515147,3.0151515151515147,3.0151515151515147,3.0151515151515147,3.0151515151515147,3.0151515151515147,3.0151515151515147,3.0151515151515147,3.0151515151515147,3.0151515151515147,3.0151515151515147,9.095454545454544,9.095454545454544,9.095454545454544,9.09090909090909,6.06060606060606,6.06060606060606
Mauritania,0.7,0.7,0.9829113924050649,2.632067510548523,3.0154008438818565,3.39873417721519,4.62,6.24,5.78185185185185,6.5918518518518505,11.1,15.307368421052649,18.22263157894735,19.03263157894735,19.842631578947348,20.65263157894735,20.65263157894735,20.65263157894735,20.7,23.68503401360545,23.68503401360545,23.68503401360545,25.18503401360545,20.2614379084967,20.2614379084967,20.2614379084967
Mauritius,7.6,7.6,7.58787878787879,7.271212121212123,6.954545454545457,5.7071428571428555,6.847142857142855,7.987142857142856,9.127142857142855,10.267142857142854,17.121428571428552,17.29142857142855,17.46142857142855,17.63142857142855,17.801428571428552,18.82028985507245,18.82028985507245,18.82028985507245,18.82028985507245,18.82028985507245,11.59710144927535,11.59710144927535,11.59710144927535,11.594202898550698,20.0,20.0
Mexico,13.9,13.9,14.05,15.983333333333333,16.71666666666667,15.95,16.73,17.509999999999998,21.59,22.37,23.95,23.259999999999998,23.67,23.78,26.090000000000003,25.5,25.85,36.4,36.4,37.099999999999994,41.4847389558233,41.5,42.0,48.2,48.2,48.2
Micronesia (Federated States of),0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,
"Micronesia, Fed. Sts.",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Middle East & North Africa,,,4.0,3.60421625297518,4.17367889599461,4.20701168614357,4.3434680922151605,5.89606928714191,5.87635869565217,6.59195781147001,6.17154811715482,8.057742782152241,8.35291046724094,8.30070477682068,8.78099173553719,10.426065162907301,10.05291005291,13.1469979296066,15.936018957346,16.0878598990798,16.3846838824577,17.0850409836066,16.3021363173957,16.6793796084414,16.363636363636402,16.6539923954373
Middle East & North Africa (IDA & IBRD),,,3.9198606271777003,3.4936138241923396,3.8791495710555695,3.88170055452865,3.99556048834628,5.67846607669617,6.0144346431435505,6.9572171131547496,6.40907697025453,8.63242574257427,8.84900990099011,8.76703841387857,9.0853472009789,10.983170947741401,10.5087014725569,14.167433302667902,16.4200649584987,16.7510853835022,16.9019182048498,17.5671596740115,16.5814023472766,16.9374247894104,16.2686567164179,16.4519029068025
Middle East & North Africa (excluding high income),,,3.9198606271777003,3.4936138241923396,3.8791495710555695,3.88170055452865,3.99556048834628,5.67846607669617,6.0144346431435505,6.9572171131547496,6.40907697025453,8.63242574257427,8.84900990099011,8.76703841387857,9.0853472009789,10.983170947741401,10.5087014725569,14.167433302667902,16.4200649584987,16.7510853835022,16.9019182048498,17.5671596740115,16.5814023472766,16.9374247894104,16.2686567164179,16.4519029068025
Middle income,,,9.22521558927736,12.1878008721754,12.3672139063255,12.0472306200445,12.5212994008685,13.817718997288498,13.6956300295406,14.466928420416801,14.641516790953801,15.1985262035197,16.336609693507,17.2682001422812,18.1822427724067,18.055426823616603,18.588886326954103,19.8924978177976,20.816423967534,21.5064281721632,21.833875760577303,22.2242249459265,22.4731866933285,23.0562146377076,23.4197912466962,23.7480385563775
Moldova,,,4.807692307692309,,8.91089108910891,7.92079207920792,12.8712871287129,12.8712871287129,12.8712871287129,15.841584158415802,21.7821782178218,21.7821782178218,21.7821782178218,21.7821782178218,23.7623762376238,18.8118811881188,19.801980198019802,19.801980198019802,19.801980198019802,17.8217821782178,21.7821782178218,21.7821782178218,22.772277227722803,22.772277227722803,25.742574257425698,24.7524752475248
Moldova (Republic of),4.8,4.8,4.8,5.833333333333333,6.866666666666667,7.9,10.68,13.46,16.240000000000002,19.020000000000003,21.8,21.2,20.6,20.0,19.400000000000002,18.8,19.8,19.8,19.8,17.8,21.8,21.8,22.8,,,
Monaco,5.6,5.6,5.577777777777779,16.677777777777766,19.444444444444436,22.2111111111111,22.0711111111111,21.9311111111111,21.09666666666665,20.95666666666665,20.81666666666665,21.34666666666665,21.87666666666665,24.490000000000002,25.56347826086955,26.093478260869553,19.023809523809497,19.023809523809497,20.81666666666665,20.81666666666665,20.81666666666665,20.81666666666665,20.81666666666665,33.3333333333333,33.3333333333333,33.3333333333333
Mongolia,7.9,7.9,7.89736842105263,8.330701754385963,8.764035087719297,10.51315789473685,10.13315789473685,9.75315789473685,9.373157894736849,7.108378378378379,6.683333333333335,6.359473684210526,6.079473684210525,4.593333333333335,4.2036842105263155,3.923684210526315,3.923684210526315,14.88243243243245,14.88243243243245,14.88243243243245,14.48684210526315,17.102631578947353,17.102631578947353,17.1052631578947,17.3333333333333,17.3333333333333
Montenegro,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,9.870987654320984,11.10555555555555,11.10555555555555,11.10555555555555,11.10555555555555,12.322839506172851,17.291975308641952,16.0246913580247,17.291975308641952,17.291975308641952,23.4783950617284,23.4783950617284,23.456790123456802,28.3950617283951,29.6296296296296
Morocco,0.7,0.7,0.6576923076923075,0.6576923076923075,0.6576923076923075,0.6576923076923075,1.2276923076923074,6.8746153846154,7.4446153846154,8.0146153846154,8.5846153846154,8.6146153846154,8.49076923076925,8.52076923076925,8.55076923076925,8.58076923076925,13.98101265822785,13.98101265822785,13.98101265822785,13.98101265822785,16.33101265822785,19.45316455696205,19.45316455696205,20.5063291139241,20.5063291139241,20.5063291139241
Mozambique,25.2,25.2,25.2,26.0,28.4,30.0,30.48,30.96,31.439999999999998,34.31999999999999,34.8,35.239999999999995,35.68,36.12,38.760000000000005,39.2,39.2,39.2,39.2,39.400000000000006,39.6,39.6,39.6,39.6,41.2,42.4
Myanmar,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.14723926380368,3.222151898734175,5.316241299303945,5.316241299303945,4.947202797202795,12.8467492260062,9.965357967667435,10.180831408776001,10.161662817552001,11.316397228637399,11.1111111111111
Namibia,17.3,17.3,19.7611111111111,20.277777777777764,20.794444444444434,22.7,23.35,24.0,25.34444444444445,25.299999999999997,26.91153846153845,26.721538461538447,26.531538461538446,26.34153846153845,26.151538461538447,24.6794871794872,24.6794871794872,24.6794871794872,24.6794871794872,31.35,39.5230769230769,38.8230769230769,38.8230769230769,46.15384615384621,42.7083333333333,43.269230769230795
Nauru,0.1,0.1,0.1,0.05,0.05,0.1,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,5.28157894736842,5.28157894736842,5.28157894736842,5.28157894736842,10.51315789473685,10.5263157894737,10.5263157894737,10.5263157894737
Nepal,4.5,4.5,3.9573170731707297,4.523983739837397,6.310162601626018,6.876829268292685,6.726829268292685,6.576829268292686,6.4268292682926855,6.276829268292685,6.126829268292685,8.821176470588235,17.222613981762905,27.8224915824916,30.5024915824916,33.1824915824916,33.1824915824916,33.1824915824916,31.35,29.49036850921275,29.5246243739566,29.589915966386553,29.589915966386553,32.7272727272727,32.7272727272727,32.7272727272727
Netherlands,28.4,28.4,29.86666666666665,32.95,33.7,34.45,34.58,33.71,35.173333333333346,35.303333333333356,35.43333333333335,35.883333333333354,37.66666666666665,39.11666666666665,39.900000000000006,39.68333333333335,39.883333333333354,38.23333333333335,38.23333333333335,38.23333333333335,36.866666666666646,36.866666666666646,35.8,36.0,31.3333333333333,33.3333333333333
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,29.2,29.2,29.18333333333335,29.450000000000017,29.716666666666683,30.81666666666665,30.95666666666665,30.26333333333335,29.98666666666665,30.12666666666665,32.21570247933885,32.35570247933885,32.908925619834704,33.323278688524596,33.463278688524596,33.6032786885246,32.21570247933885,32.21570247933885,32.21570247933885,29.77603305785125,31.402479338843,31.402479338843,38.31666666666665,38.3333333333333,40.8333333333333,40.8333333333333
Nicaragua,10.8,10.8,10.7763440860215,10.593010752688166,9.872043010752689,9.688709677419356,11.899999999999999,17.37608695652175,18.476086956521748,19.57608695652175,20.67608695652175,17.9586956521739,19.589130434782597,19.589130434782597,20.67608695652175,20.67608695652175,40.2086956521739,40.2086956521739,40.2086956521739,42.39565217391305,41.3021739130435,45.67608695652175,45.67608695652175,45.6521739130435,44.565217391304294,47.2527472527472
Niger,1.2,1.2,1.2024096385542151,1.2024096385542151,1.2,1.2024096385542151,2.3224096385542152,3.4424096385542153,4.562409638554215,11.27469026548675,12.39469026548675,12.46969026548675,12.54469026548675,12.61969026548675,11.36725663716814,13.15,13.2871681415929,13.2871681415929,13.2871681415929,13.2871681415929,13.2871681415929,14.60994152046785,16.9795321637427,16.9590643274854,16.9590643274854,16.9590643274854
Nigeria,3.3,3.3,3.3,3.3,3.3,3.35940170940171,3.60940170940171,3.85940170940171,4.761111111111109,5.011111111111109,6.094444444444445,6.105555555555555,6.6916201117318455,6.841620111731845,6.991620111731845,7.141620111731845,6.75909090909091,6.633333333333335,6.633333333333335,6.633333333333335,5.67777777777778,5.67777777777778,5.67777777777778,5.55555555555556,3.3802816901408397,3.63128491620112
North America,,,15.353260869565199,15.353260869565199,16.3043478260869,,16.7119565217391,16.576086956521802,16.847826086956502,17.4966352624495,17.6312247644683,18.1695827725438,18.6486486486487,19.111709286675698,18.9771197846568,18.9771197846568,20.1079622132254,20.754716981132102,20.6756756756757,21.6981132075472,22.279792746114,22.1789883268483,22.366710013003896,25.0,25.8777633289987,25.8777633289987
North Macedonia,3.3,3.3,3.316666666666665,3.883333333333332,6.533333333333333,6.683333333333335,7.9333333333333345,14.6,16.26666666666665,17.93333333333335,19.18333333333335,25.09666666666665,26.843333333333348,29.42333333333335,31.17,32.5,30.8971544715447,32.510162601626,34.123170731707305,33.31666666666665,33.31666666666665,33.31666666666665,37.5,38.3333333333333,39.1666666666667,35.8333333333333
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,36.4,36.4,36.3818181818182,36.3818181818182,36.3818181818182,36.3818181818182,36.2287878787879,36.6818181818182,36.83181818181819,37.890909090909105,37.88491124260355,38.05491124260355,37.3373372781065,37.507337278106505,39.4524852071006,39.6224852071006,39.6224852071006,39.6224852071006,39.6224852071006,39.6224852071006,39.6224852071006,39.6224852071006,41.41005917159765,41.4201183431953,40.8284023668639,41.4201183431953
OECD members,,,16.002361972246803,16.3232646529306,17.278379462495,18.0409041980624,17.7191906805641,19.1441441441441,19.4184425413264,20.0020265477759,20.6174310105221,21.0009910802775,22.1550356859635,22.307006243186997,23.009900990099002,23.0799683293745,23.8811881188119,24.9504950495049,26.0955584132951,26.7533252720677,27.8118403859684,27.9348154109245,28.8358450490543,29.7859690844233,30.7181773155027,31.066613798572604
Oman,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,5.104819277108435,5.104819277108435,5.224819277108434,4.14,4.26,4.38,4.5,5.395238095238095,5.395238095238095,5.395238095238095,5.395238095238095,4.688235294117645,4.988235294117645,4.988235294117645,1.1764705882352902,2.3255813953488396,2.3255813953488396
Other small states,,,8.917197452229301,8.43373493975903,9.744408945686901,10.6529209621993,10.9278350515464,12.6062322946176,13.311475409836099,13.746312684365801,14.6556798116539,13.7114537444934,14.8354712771891,15.2802359882006,15.241419429901098,15.599534342258401,16.1046511627907,17.0945157526254,17.087492660011698,17.4283973187081,18.6139747995418,19.0101237345332,18.562168532704803,19.952494061757697,20.5184776613348,20.9429824561403
Pacific island small states,,,2.58620689655172,2.0905923344947697,4.6583850931677,,2.94985250737463,3.1976744186046497,2.73556231003039,3.58974358974359,3.8560411311053997,,,,,,,,,4.8648648648648605,5.67567567567568,6.469002695417791,7.27762803234501,7.795698924731179,7.77479892761394,8.33333333333333
Pakistan,2.6,2.6,2.452073732718895,3.577073732718895,7.1,9.35,11.6,17.4513157894737,18.868713450292404,19.84751461988305,20.97251461988305,21.01251461988305,20.9063157894737,21.66260355029585,21.5711111111111,21.6111111111111,21.907309941520452,21.80730994152045,20.2215170278638,20.2215170278638,20.2941176470588,20.2941176470588,20.2941176470588,20.2346041055718,20.2346041055718,20.175438596491198
Palau,3.3,3.3,1.65,1.65,1.65,1.65,1.33,1.01,0.6900000000000001,0.3700000000000001,0.05,0.7300000000000001,1.4100000000000001,2.09,2.77,3.45,3.45,5.15,5.15,5.15,5.15,13.15,13.15,12.5,12.5,12.5
"Palestine, State of",,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,9.7,9.7,9.71111111111111,9.744444444444444,9.833333333333334,9.879577464788731,10.559577464788731,11.23957746478873,11.91957746478873,16.00333333333335,16.68333333333335,15.86333333333335,15.04333333333335,14.22333333333335,9.295352112676056,8.475352112676056,8.475352112676056,8.475352112676056,8.475352112676056,19.29912280701755,18.3049295774648,18.3049295774648,18.3049295774648,18.3098591549296,21.1267605633803,22.5352112676056
Papua New Guinea,1.8,1.8,1.8174311926605502,1.8174311926605502,1.8174311926605502,1.8174311926605502,1.7274311926605501,1.44,1.0887155963302755,0.9987155963302755,0.9087155963302755,0.9087155963302755,0.9087155963302755,0.9087155963302755,0.9087155963302755,0.9087155963302755,0.9087155963302755,2.70135135135135,2.70135135135135,2.70135135135135,2.70135135135135,2.70135135135135,0.05,0.0,0.0,0.0
Paraguay,5.6,5.6,4.05,6.3999999999999995,4.85,5.25,5.41,5.57,8.855,9.64,9.8,10.2,10.6,12.25,12.65,13.05,13.05,13.05,17.95,15.9,15.9,15.9,14.875,15.0,15.0,16.25
Peru,10.8,10.8,10.816666666666652,11.285416666666652,11.754166666666652,13.6125,16.44166666666665,16.91041666666665,17.37916666666665,17.84791666666665,18.31666666666665,24.65333333333335,25.573333333333352,26.49333333333335,26.58,27.5,21.51923076923075,21.51923076923075,21.51923076923075,22.303846153846152,22.303846153846152,27.696153846153848,27.696153846153848,27.6923076923077,30.0,26.153846153846196
Philippines,11.6,11.6,11.3299539170507,12.054531490015382,12.087864823348717,11.53063063063065,15.138504672897199,15.498504672897198,15.8585046728972,14.9671186440678,15.3271186440678,15.937118644067802,19.1710460251046,19.7810460251046,20.626891385767802,21.82142857142855,22.493661971831003,22.493661971831003,27.26782006920415,27.26782006920415,27.170689655172403,29.5972602739726,29.27602739726025,29.452054794520503,27.9605263157895,27.9605263157895
Poland,12.7,12.7,12.8717391304348,12.8717391304348,12.8717391304348,12.8717391304348,17.0986956521739,17.7386956521739,18.3786956521739,19.0186956521739,19.76739130434785,19.64739130434785,19.52739130434785,19.298695652173897,19.07,18.95,22.7478260869565,22.7478260869565,22.7478260869565,23.32391304347825,26.095652173913052,26.095652173913052,26.771739130434803,28.043478260869602,28.695652173913,28.695652173913
Portugal,13.0,13.0,13.0217391304348,13.755072463768133,17.314492753623167,17.39565217391305,18.4378260869565,19.045217391304348,19.43521739130435,19.82521739130435,21.3021739130435,21.9121739130435,26.0004347826087,26.6104347826087,26.78565217391305,27.39565217391305,28.6978260869565,28.6978260869565,31.3021739130435,31.3021739130435,34.7913043478261,34.7913043478261,34.7913043478261,34.7826086956522,38.695652173913004,40.0
Post-demographic dividend,,,16.8859176191503,17.949298325034,18.2388552559163,19.4174757281553,18.957345971564,20.129270544783,20.7245430809399,21.6704780572798,22.0340788072417,22.7756492124308,23.6576289207868,24.317723266433102,24.7374562427071,24.8542042201251,25.3194207836457,25.939329430548202,27.4780027562811,28.1283886358707,28.565245617831604,28.562155144433603,29.571566627295198,30.427773000859798,31.9724967769661,32.5521393248764
Pre-demographic dividend,,,,,,10.0074128984433,11.2883181441591,12.823980166779402,13.084504088907499,13.6896046852123,15.2867294662039,16.0969546302051,16.6719094054734,17.2176968535378,17.4197569336242,17.194210275171002,19.5331325301205,20.154594904093898,21.2546125461255,20.934805626985302,21.8431483578709,22.140948093965395,22.2931666893085,22.0456116102281,22.011331444759197,22.798377752027804
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,9.778048780487804,9.75609756097561,9.75609756097561,9.75609756097561
Romania,5.6,5.6,6.444314868804665,6.7630648688046655,7.081814868804665,7.512499999999999,9.4373188405797,9.756068840579701,10.074818840579699,10.754141566265051,10.9391238670695,10.8491238670695,9.866969696969695,10.768622754491,10.678622754491,10.588622754491,10.4560606060606,12.474757281553401,12.474757281553401,12.606756756756749,12.857855361596,12.857855361596,19.68434650455925,20.6686930091185,21.884498480243202,21.884498480243202
Russian Federation,7.5,7.5,8.8611111111111,8.5611111111111,6.3,6.70487528344671,6.86619153674833,7.09619153674833,7.32619153674833,8.691700223713644,8.921700223713644,9.271700223713644,11.7,12.05,12.4,12.75,12.327777777777799,12.827777777777799,12.827777777777799,12.827777777777799,14.0277777777778,13.28333333333335,15.9388888888889,15.7777777777778,15.7777777777778,15.7777777777778
Rwanda,17.1,17.1,17.121428571428552,18.554761904761882,19.988095238095216,25.70714285714285,27.647837837837848,29.60783783783785,43.105,45.065,47.025,47.584999999999994,48.144999999999996,52.455,53.015,53.575,54.075,54.075,60.625,60.625,60.625,60.625,58.475,61.25,61.25,61.25
Saint Kitts and Nevis,13.3,13.3,13.3,13.3,13.3,13.3,10.66,8.02,5.380000000000001,2.74,0.1,1.4200000000000002,2.74,4.06,5.38,6.7,6.7,6.7,6.7,6.7,13.3,13.3,13.3,,,
Saint Lucia,14.3,14.3,14.3,14.133333333333335,13.966666666666667,13.8,15.18,16.56,17.939999999999998,19.32,20.7,20.7,20.7,20.7,20.7,20.7,24.1,17.2,17.2,17.2,20.7,20.7,20.7,,,
Saint Vincent and the Grenadines,9.5,9.5,9.5,7.933333333333334,6.366666666666667,4.8,7.4799999999999995,10.16,12.84,15.52,18.2,17.419999999999998,16.64,15.86,15.08,14.3,17.4,17.4,13.0,13.0,13.0,13.0,13.0,,,
Samoa,4.1,4.1,4.09081632653061,4.774149659863943,7.498299319727891,8.181632653061225,6.951224489795919,6.741224489795919,6.531224489795919,6.321224489795919,6.111224489795919,6.321224489795919,7.551632653061224,7.761632653061224,7.971632653061224,8.181632653061225,4.09081632653061,4.09081632653061,4.09081632653061,6.111224489795919,6.111224489795919,10.0,10.0,10.0,10.0,10.0
San Marino,11.7,11.7,11.683333333333348,12.783333333333317,13.049999999999985,13.316666666666652,15.32333333333335,15.66333333333335,16.00333333333335,16.343333333333348,16.68333333333335,14.183333333333348,14.183333333333348,15.85,16.68333333333335,16.68333333333335,18.31666666666665,16.68333333333335,18.31666666666665,18.31666666666665,16.68333333333335,23.31666666666665,26.68333333333335,26.6666666666667,25.0,33.3333333333333
Sao Tome and Principe,7.3,7.3,7.286363636363635,7.586363636363634,8.795454545454545,9.095454545454544,9.095454545454544,9.1,9.095454545454544,9.095454545454544,9.095454545454544,9.096363636363634,7.279090909090909,10.916363636363634,11.826363636363634,18.1909090909091,18.1909090909091,18.1909090909091,18.1909090909091,18.1909090909091,18.1909090909091,18.1909090909091,18.1909090909091,14.5454545454545,14.5454545454545,14.5454545454545
Saudi Arabia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,19.883774834437098,19.883774834437098,19.883774834437098,19.883774834437098,19.883774834437098,19.8675496688742,19.8675496688742,19.8675496688742
Senegal,11.7,11.7,11.683333333333348,12.304761904761882,12.688095238095215,13.071428571428548,15.85333333333335,17.62333333333335,18.14333333333335,18.663333333333348,19.18333333333335,20.22333333333335,22.68,23.72,25.09333333333335,26.13333333333335,26.13333333333335,42.68333333333335,42.68333333333335,43.31666666666665,42.68333333333335,42.68333333333335,41.8090909090909,41.8181818181818,41.8181818181818,43.030303030303
Serbia,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,16.8,21.0,21.6,21.6,21.6,22.0,33.2,33.2,34.0,34.0,34.0,34.4,34.4,37.65182186234821,38.8
Seychelles,27.3,27.3,27.28636363636365,24.781372549019615,24.148039215686282,23.51470588235295,24.104705882352945,27.6358823529412,28.2258823529412,28.8158823529412,29.405882352941198,28.8158823529412,25.284705882352945,24.69470588235295,24.104705882352945,23.51470588235295,43.775,43.775,43.775,43.775,43.775,21.206060606060596,21.206060606060596,21.212121212121197,21.212121212121197,21.212121212121197
Sierra Leone,8.8,8.8,8.8,8.8,8.775,8.775,9.345,11.08,13.368064516129051,13.93806451612905,14.50806451612905,14.37806451612905,13.6015702479339,13.4715702479339,13.3415702479339,13.2115702479339,12.9016129032258,12.398347107438001,12.398347107438001,12.0983870967742,12.398347107438001,12.398347107438001,12.398347107438001,12.3287671232877,12.3287671232877,12.3287671232877
Singapore,4.8,4.8,4.78095238095238,4.697619047619046,4.383870967741934,4.300537634408601,9.20235294117645,10.372352941176452,13.6387234042553,14.8087234042553,15.9787234042553,19.32823529411765,21.7140425531915,22.4540425531915,22.66212765957445,23.402127659574447,22.2111111111111,24.221212121212098,24.221212121212098,25.27626262626265,23.906521739130447,23.7811881188119,23.0,23.0,23.0,29.4736842105263
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,,,14.666666666666698,14.666666666666698,12.666666666666698,14.0,14.0,17.3333333333333,19.3333333333333,16.6666666666667,16.6666666666667,20.0,19.3333333333333,19.3333333333333,18.0,15.333333333333302,16.0,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,20.0,20.0,20.0,20.0,20.0
Slovakia,14.7,14.7,14.7,14.466666666666667,14.233333333333333,14.0,14.54,15.08,15.62,16.16,16.7,16.419999999999998,16.14,15.86,15.58,15.3,16.0,18.7,18.7,18.7,18.7,20.0,20.0,,,
Slovenia,7.8,7.8,7.78888888888889,7.9763888888888905,8.163888888888891,8.925,10.7611111111111,10.9486111111111,11.1361111111111,11.3236111111111,11.5111111111111,11.5111111111111,11.5111111111111,12.066666666666652,12.622222222222202,12.622222222222202,27.6611111111111,28.4111111111111,28.4111111111111,31.2277777777778,32.18333333333335,32.18333333333335,32.68333333333335,24.4444444444444,27.7777777777778,27.7777777777778
Small states,,,8.66533864541833,8.152686145146081,9.547993905535801,9.8981077147016,10.3479853479853,11.649089165867698,12.286838653257501,12.8724672228844,13.531746031746,12.996108949416302,13.9171227521501,14.071370640713699,14.0329714515481,13.8944824808699,14.383286460425902,15.120967741935502,15.3036437246964,15.484922575387099,16.9398907103825,17.456647398843902,17.375745526839,18.4978026368358,19.065704519559397,19.6286472148541
Solomon Islands,2.0,2.0,2.0,2.020408163265305,2.020408163265305,2.020408163265305,1.62,0.62,0.42999999999999994,0.24,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2.0,2.0,2.0,2.0,2.0,2.0,2.04081632653061,4.08163265306122,6.122448979591839
Somalia,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.783345724907065,7.8615625,7.7415625,6.952282003710575,6.78827838827839,6.78827838827839,13.809090909090902,13.809090909090902,13.809090909090902,13.809090909090902,19.05,24.3318181818182,24.3636363636364,24.3636363636364,24.3636363636364
South Africa,23.7,23.7,24.35,27.291666666666664,28.983333333333334,29.962280701754402,30.2322807017544,30.5022807017544,30.7722807017544,32.5193510815308,32.775,33.765,34.879999999999995,35.870000000000005,42.61,43.6,41.675,41.675,41.675,41.1,41.6,41.6,41.4183673469388,42.748091603053396,46.3476070528967,46.4646464646465
South Asia,,,5.75581395348837,6.05355064027939,7.010309278350519,8.44409695074277,8.122362869198309,9.090909090909099,9.201101928374651,9.01594282572843,13.2764343290659,12.843601895734599,14.262905800957999,18.4424475823706,20.049504950495102,20.049504950495102,20.3375874845615,20.3375874845615,15.748898678414099,19.238725693007897,19.3191140278917,19.391947411668,19.399917796958498,17.1045576407507,18.957345971564,18.903591682419698
South Asia (IDA & IBRD),,,5.75581395348837,6.05355064027939,7.010309278350519,8.44409695074277,8.122362869198309,9.090909090909099,9.201101928374651,9.01594282572843,13.2764343290659,12.843601895734599,14.2629058009579,18.4424475823706,20.049504950495102,20.049504950495102,20.3375874845615,20.3375874845615,15.748898678414099,19.238725693007897,19.3191140278917,19.391947411668,19.399917796958498,17.1045576407507,18.957345971564,18.903591682419698
South Sudan,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,25.40301204819275,25.40301204819275,25.40301204819275,25.40301204819275,25.40301204819275,27.52976501305485,27.52976501305485,28.4595300261097,28.4595300261097,28.4595300261097
Spain,19.9,19.9,22.306321839080447,23.306321839080447,22.725862068965498,27.09285714285715,27.55285714285715,28.01285714285715,28.47285714285715,32.79,33.25,33.61,34.2557142857143,34.47285714285715,34.975714285714304,35.3357142857143,35.45,35.6,35.6,38.35714285714285,39.571428571428555,38.87142857142855,38.87142857142855,39.1428571428571,44.0,44.0
Sri Lanka,5.3,5.3,5.316666666666665,5.291666666666665,5.044444444444444,5.15,5.1,4.74722222222222,4.72222222222222,4.919444444444444,4.894444444444445,4.934444444444445,5.41888888888889,5.45888888888889,5.4988888888888905,5.316666666666665,5.78888888888889,5.78888888888889,5.78888888888889,5.78888888888889,4.894444444444445,5.78888888888889,5.78888888888889,5.77777777777778,5.33333333333333,5.33333333333333
St. Kitts and Nevis,,,13.333333333333302,13.333333333333302,13.333333333333302,13.333333333333302,13.333333333333302,13.333333333333302,13.333333333333302,0.0,0.0,0.0,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,13.333333333333302,13.333333333333302,13.333333333333302,13.333333333333302,13.333333333333302,20.0
St. Lucia,,,11.764705882352901,11.764705882352901,11.1111111111111,11.1111111111111,,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,0.0,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,,,9.52380952380952,,4.76190476190476,4.76190476190476,,22.7272727272727,22.7272727272727,22.7272727272727,18.181818181818198,18.181818181818198,18.181818181818198,18.181818181818198,21.7391304347826,14.285714285714299,17.3913043478261,17.3913043478261,13.0434782608696,13.0434782608696,13.0434782608696,13.0434782608696,13.0434782608696,13.0434782608696,13.0434782608696,13.0434782608696
Sub-Saharan Africa,,,10.2068965517241,10.919540229885099,,11.5853658536585,12.282840597378799,13.466711499663802,13.708836239010598,14.7354670150229,16.2370142362447,16.6392092257002,17.306466011988302,17.8008458285275,18.464052287581698,18.7371663244353,20.535166318890397,21.375802349521603,22.4570200573066,22.158043504977304,23.636991028295398,23.8100686498856,24.016932159964398,24.0742799955521,24.0781160252728,24.7197571228398
Sub-Saharan Africa (IDA & IBRD),,,10.2068965517241,10.919540229885099,,11.5853658536585,12.282840597378799,13.466711499663802,13.708836239010598,14.7354670150229,16.2370142362447,16.6392092257002,17.306466011988302,17.8008458285275,18.464052287581698,18.7371663244353,20.535166318890397,21.375802349521603,22.4570200573066,22.158043504977304,23.636991028295398,23.8100686498856,24.016932159964398,24.0742799955521,24.0781160252728,24.7197571228398
